"shape_id","shape_pt_lat","shape_pt_lon","shape_pt_sequence","shape_dist_traveled"
"SMNW.OUTBOUND","-33.7318392","151.0006738","258","22605.23"
"SMNW.OUTBOUND","-33.7314502","150.9996437","259","22709.99"
"SMNW.OUTBOUND","-33.7312847","150.9993317","260","22744.24"
"SMNW.OUTBOUND","-33.7311725","150.9991394","261","22765.98"
"SMNW.OUTBOUND","-33.7310667","150.9989508","262","22787.03"
"SMNW.OUTBOUND","-33.7307204","150.9983599","263","22853.92"
"SMNW.OUTBOUND","-33.7304754","150.9979324","264","22901.96"
"SMNW.OUTBOUND","-33.7302122","150.9974791","265","22953.12"
"SMNW.OUTBOUND","-33.7296887","150.9965825","266","23054.49"
"SMNW.OUTBOUND","-33.728619","150.9947172","267","23264.16"
"SMNW.OUTBOUND","-33.7280963","150.9938212","268","23365.44"
"SMNW.OUTBOUND","-33.7276417","150.9929423","269","23461.23"
"SMNW.OUTBOUND","-33.7275002","150.9926255","270","23494.53"
"SMNW.OUTBOUND","-33.727363","150.9922387","271","23533.47"
"SMNW.OUTBOUND","-33.7272671","150.9919235","272","23564.56"
"SMNW.OUTBOUND","-33.7271994","150.9915066","273","23603.92"
"SMNW.OUTBOUND","-33.7271616","150.9912604","274","23627.12"
"SMNW.OUTBOUND","-33.7271311","150.9909674","275","23654.48"
"SMNW.OUTBOUND","-33.727117","150.9903163","276","23714.85"
"SMNW.OUTBOUND","-33.7271634","150.9899414","277","23749.97"
"SMNW.OUTBOUND","-33.7271929","150.9897852","278","23764.81"
"SMNW.OUTBOUND","-33.7272276","150.9896132","279","23781.21"
"SMNW.OUTBOUND","-33.7272995","150.9892916","280","23812.07"
"SMNW.OUTBOUND","-33.7273847","150.9889457","281","23845.49"
"SMNW.OUTBOUND","-33.7275003","150.9885747","282","23882.19"
"SMNW.OUTBOUND","-33.7279102","150.9872827","283","24010.27"
"SMNW.OUTBOUND","-33.7280296","150.9869058","284","24047.62"
"SMNW.OUTBOUND","-33.7281203","150.9866042","285","24077.33"
"SMNW.OUTBOUND","-33.7284294","150.9856324","286","24173.7"
"SMNW.OUTBOUND","-33.7285829","150.9850927","287","24226.54"
"SMNW.OUTBOUND","-33.7287298","150.9844932","288","24284.44"
"SMNW.OUTBOUND","-33.7288138","150.9840171","289","24329.53"
"SMNW.OUTBOUND","-33.7290768","150.9820859","290","24510.87"
"SMNW.OUTBOUND","-33.7291328","150.9816598","291","24550.85"
"SMNW.OUTBOUND","-33.7295168","150.9789077","292","24809.44"
"SMNW.OUTBOUND","-33.7296859","150.9777051","293","24922.46"
"SMNW.OUTBOUND","-33.729768","150.9770921","294","24979.99"
"SMNW.OUTBOUND","-33.7298923","150.9762114","295","25062.77"
"SMNW.OUTBOUND","-33.730108","150.9747561","296","25199.75"
"SMNW.OUTBOUND","-33.7302098","150.9740097","297","25269.83"
"SMNW.OUTBOUND","-33.7302757","150.9735122","298","25316.52"
"SMNW.OUTBOUND","-33.730336","150.9731273","299","25352.81"
"SMNW.OUTBOUND","-33.7303956","150.9726808","300","25394.71"
"SMNW.OUTBOUND","-33.7305222","150.971809","301","25476.72"
"SMNW.OUTBOUND","-33.7306376","150.9709514","302","25557.22"
"SMNW.OUTBOUND","-33.730865","150.9695018","303","25693.91"
"SMNW.OUTBOUND","-33.7309891","150.9689078","304","25750.65"
"SMNW.OUTBOUND","-33.7310832","150.968577","305","25783.04"
"SMNW.OUTBOUND","-33.7312135","150.9682297","306","25818.32"
"SMNW.OUTBOUND","-33.7315422","150.9674828","307","25896.55"
"SMNW.OUTBOUND","-33.7317279","150.9671205","308","25935.94"
"SMNW.OUTBOUND","-33.731826","150.9669422","309","25955.73"
"SMNW.OUTBOUND","-33.731944","150.9667759","310","25975.95"
"SMNW.OUTBOUND","-33.7322253","150.9664151","311","26021.68"
"SMNW.OUTBOUND","-33.7325096","150.9660732","312","26066.38"
"SMNW.OUTBOUND","-33.7327116","150.9658492","313","26096.93"
"SMNW.OUTBOUND","-33.7330056","150.9655056","314","26142.51"
"SMNW.OUTBOUND","-33.7334397","150.96498","315","26211.0"
"SMNW.OUTBOUND","-33.7342469","150.9640822","316","26333.22"
"SMNW.OUTBOUND","-33.7345552","150.9637396","317","26379.88"
"SMNW.OUTBOUND","-33.7349724","150.9632689","318","26443.47"
"SMNW.OUTBOUND","-33.7354756","150.9626916","319","26520.79"
"SMNW.OUTBOUND","-33.736084","150.9619319","320","26618.31"
"SMNW.OUTBOUND","-33.7364094","150.9614468","321","26675.96"
"SMNW.OUTBOUND","-33.7367734","150.9607913","322","26748.9"
"SMNW.OUTBOUND","-33.7369671","150.960369","323","26793.54"
"SMNW.OUTBOUND","-33.7372015","150.9597069","324","26860.18"
"SMNW.OUTBOUND","-33.7373102","150.9593253","325","26897.54"
"SMNW.OUTBOUND","-33.7374782","150.9585519","326","26971.59"
"SMNW.OUTBOUND","-33.7375372","150.9580802","327","27015.79"
"SMNW.OUTBOUND","-33.7375785","150.9571481","328","27102.29"
"SMNW.OUTBOUND","-33.7375653","150.9562066","329","27189.54"
"SMNW.OUTBOUND","-33.7375054","150.9552388","330","27279.47"
"SMNW.OUTBOUND","-33.7373497","150.9539943","331","27396.09"
"SMNW.OUTBOUND","-33.7372394","150.9533501","332","27457.02"
"SMNW.OUTBOUND","-33.7369492","150.9520639","333","27580.48"
"SMNW.OUTBOUND","-33.736733","150.9512884","334","27656.24"
"SMNW.OUTBOUND","-33.7358993","150.9491458","335","27875.27"
"SMNW.OUTBOUND","-33.7357873","150.94891","336","27900.41"
"SMNW.OUTBOUND","-33.7353815","150.9481339","337","27985.25"
"SMNW.OUTBOUND","-33.7352099","150.9478281","338","28019.39"
"SMNW.OUTBOUND","-33.7348784","150.9472956","339","28080.93"
"SMNW.OUTBOUND","-33.7346584","150.9469762","340","28119.29"
"SMNW.OUTBOUND","-33.7344347","150.9466915","341","28155.51"
"SMNW.OUTBOUND","-33.7343564","150.9466086","342","28167.11"
"SMNW.OUTBOUND","-33.733969","150.9462301","343","28222.57"
"SMNW.OUTBOUND","-33.7333563","150.9456776","344","28307.66"
"SMNW.OUTBOUND","-33.7329739","150.9453117","345","28361.97"
"SMNW.OUTBOUND","-33.7325457","150.9449586","346","28419.64"
"SMNW.OUTBOUND","-33.7323447","150.9448287","347","28444.98"
"SMNW.OUTBOUND","-33.7321522","150.9447112","348","28468.95"
"SMNW.OUTBOUND","-33.7318858","150.9445703","349","28501.25"
"SMNW.OUTBOUND","-33.7312241","150.9442528","350","28580.32"
"SMNW.OUTBOUND","-33.7309695","150.9441313","351","28610.73"
"SMNW.OUTBOUND","-33.7302455","150.9437953","352","28696.86"
"SMNW.OUTBOUND","-33.7298407","150.9435965","353","28745.39"
"SMNW.OUTBOUND","-33.7295206","150.943438","354","28783.81"
"SMNW.OUTBOUND","-33.7293433","150.9433575","355","28804.85"
"SMNW.OUTBOUND","-33.7291886","150.943288","356","28823.17"
"SMNW.OUTBOUND","-33.7286988","150.94303","357","28882.53"
"SMNW.OUTBOUND","-33.7283067","150.9427632","358","28932.56"
"SMNW.OUTBOUND","-33.7280062","150.9425245","359","28972.56"
"SMNW.OUTBOUND","-33.7276197","150.9422019","360","29024.83"
"SMNW.OUTBOUND","-33.7272423","150.9419122","361","29074.56"
"SMNW.OUTBOUND","-33.7270023","150.9417125","362","29106.98"
"SMNW.OUTBOUND","-33.7267894","150.9415545","363","29134.77"
"SMNW.OUTBOUND","-33.7266373","150.9414337","364","29155.01"
"SMNW.OUTBOUND","-33.7264026","150.9413043","365","29183.68"
"SMNW.OUTBOUND","-33.7260313","150.9411096","366","29228.64"
"SMNW.OUTBOUND","-33.7259827","150.9410852","367","29234.48"
"SMNW.OUTBOUND","-33.7257149","150.9409618","368","29266.31"
"SMNW.OUTBOUND","-33.725614","150.9409147","369","29278.33"
"SMNW.OUTBOUND","-33.7255087","150.940868","370","29290.78"
"SMNW.OUTBOUND","-33.7244323","150.9403895","371","29418.14"
"SMNW.OUTBOUND","-33.7236653","150.940045","372","29509.01"
"SMNW.OUTBOUND","-33.7231823","150.9398331","373","29566.07"
"SMNW.OUTBOUND","-33.7229478","150.9397304","374","29593.77"
"SMNW.OUTBOUND","-33.7226293","150.9395845","375","29631.6"
"SMNW.OUTBOUND","-33.7225345","150.939544","376","29642.76"
"SMNW.OUTBOUND","-33.7217223","150.9391764","377","29739.08"
"SMNW.OUTBOUND","-33.7213533","150.9390154","378","29782.64"
"SMNW.OUTBOUND","-33.7208553","150.938795","379","29841.53"
"SMNW.OUTBOUND","-33.7203728","150.938577","380","29898.74"
"SMNW.OUTBOUND","-33.7200549","150.9384318","381","29936.48"
"SMNW.OUTBOUND","-33.7198303","150.9383334","382","29963.01"
"SMNW.OUTBOUND","-33.7193062","150.9381014","383","30024.99"
"SMNW.OUTBOUND","-33.7190301","150.9379797","384","30057.63"
"SMNW.OUTBOUND","-33.7185947","150.9377836","385","30109.23"
"SMNW.OUTBOUND","-33.718082","150.9375289","386","30170.8"
"SMNW.OUTBOUND","-33.7178186","150.9373943","387","30202.57"
"SMNW.OUTBOUND","-33.7175061","150.9372375","388","30240.15"
"SMNW.OUTBOUND","-33.7172845","150.9371259","389","30266.82"
"SMNW.OUTBOUND","-33.7163436","150.9366677","390","30379.49"
"SMNW.OUTBOUND","-33.7157945","150.9364069","391","30445.02"
"SMNW.OUTBOUND","-33.7156436","150.936333","392","30463.1"
"SMNW.OUTBOUND","-33.7149691","150.9359835","393","30544.63"
"SMNW.OUTBOUND","-33.714568","150.9357746","394","30593.15"
"SMNW.OUTBOUND","-33.7141856","150.9355889","395","30638.93"
"SMNW.OUTBOUND","-33.7140318","150.9355109","396","30657.45"
"SMNW.OUTBOUND","-33.713921","150.9354571","397","30670.72"
"SMNW.OUTBOUND","-33.7138117","150.9354028","398","30683.84"
"SMNW.OUTBOUND","-33.7137071","150.9353518","399","30696.37"
"SMNW.OUTBOUND","-33.7135997","150.9352961","400","30709.35"
